Date,Territoire,Sujet,Thème,Nbre d'article,Qualité du retour,Média,Articles,Qualité du retour2,Tonalité,sentiment,factuel
01/05/2023,Pas-de-Calais,Haut-Pont : une centaine de foyer privés de courant ,reseau,1.0,factuel positif,l'independant,"Haut-Pont: une centaine de foyers privés de courant
Saint-Omer Haut-Pont: une
centaine de foyers privés
de courant Ce mercredi 28 dé‐
cembre vers 18h20, un feu
s'est déclaré sur une façade de
maison dans la rue des Fai‐
seurs de bateaux, dans le quar‐
tier du Haut-Pont. Les câbles
électriques étaient en train de
se consumer, peut-être à cause
d'une surpression. Les cinq oc‐
cupants, dont un enfant, ont
été mis à l'abri. Ils ont été relo‐
gés le soir même par leur fa‐
mille. Les sapeurs-pompiers de
Saint-Omer et de Lumbres se
sont chargés d'éteindre les
flammes, qui ne sont pas ren‐
trées dans la maison, pendant
que Enedis coupait le courant
et réparait les dégâts. Le cou‐
rant a été coupé plusieurs
heures pour une centaine
d'habitations autour du si‐
nistre, le long du canal.
Selon un voisin, ce n'est pas la
première fois qu'il y a eu ce
type d'incendie sur des câbles
électriques dans la rue en
quelques années : «C'est arrivé
3 ou 4 fois en deux ans», es‐
time l'habitant du Haut-Pont.
Le propriétaire de la maison
s'est rendu sur place. Assuré, il
espérait un remboursement à
100%. Longuenesse Piétons
renversés près d'Auchan Le
choc a eu lieu au rond-point
entre Auchan et sa station-ser‐
vice, avenue des Frais Fonds,
dans la zone commerciale. Peu
avant 15h ce jeudi 29 dé‐
cembre, deux personnes ont
été renversées par un véhicule.
Les deux personnes, blessées,
ont été transportées au centre
hospitalier d'Helfaut Denne‐
br ucq Collision d'une voiture
avec un poteau électrique Le
mercredi 4 janvier dans
l'après-midi, une voiture a ren‐
versé un poteau électrique sur
la RD 157 à Dennebr ucq. Le
pylône s'est couché sur la voie
et a coupé totalement la circu‐
lation sur cet axe. La voiture,
très abîmée, s'est retrouvée au
fossé. Sur place, les sapeurs pompiers de Aire, Fauquem‐
bergues et Fruges ont procédé
à la désincarcération de
l'occupant. Son état n'est pas
connu à l'heure où nous bou‐
clons ces pages. Longuenesse
Trois personnes légèrement
blessées dans un accident
L'accident est survenu ce mar‐
di 3 janvier vers 14h. Le choc a
eu lieu dans la rue des Frères
Camus à Longuenesse, à
quelques mètres du carrefour
où se situe le café Le Long‐
champ. Deux voitures se sont
rentrées dedans, avec à leur
bord trois personnes. 13 sa‐
peurs-pompiers de Saint-Omer,
les polices nationale et munici‐
pale ont été prévenues. Ces
trois personnes impliquées ont
toutes été légèrement bles‐
sées. Dans un des véhicules il y
avait un homme et une femme,
et un homme seul était dans
l'autre voiture. Celui-ci s'est
fait agresser par l'autre
homme suite à l'accident. Les
trois personnes ont ensuite été
transportées à l'hôpital
d'Helfaut. La circulation a été
coupée sur une partie de la rue
des Frères Camus pendant
l'intervention, assez rapide. Le
garage Martin (Saint-Martin lez-Tatinghem) est venu dépan‐
ner les voitures vers 14h30.",Factuel positif,factuel positif,positif,True
01/05/2023,Nord,"la mise au point du maire, Frédéric Chéreau",reseau,1.0,factuel,L'observateur du Douaisis,"GENS DU VOYAGE PRÈS DE DUACOM
La mise au point du maire, Frédéric Chéreau
REACTION Alors que les gens du voyage ont enfin quitté le parking près de Dua‐
com, le maire Frédéric Chéreau assure qu’il surveille la situation de près et qu’il
est plutôt dans une logique de sévérité.Frédéric Ché‐
reau a tenu à
réagir à notre
article de la
semaine der‐
nière.
e maire Frédéric Chéreau
a souhaité réagir à notre
article de la semaine dernière
relatif à l’occupation par les
gens du voyage du parking
près de Duacom. Son message
n’ayant pas été entièrement ni
correctement retranscrit dans
nos écrits. « Il n’y a pas de
bienveillance particulière et
aucune bienveillance vis a vis
des vols d’électricité, contrai‐
rement à ce que pouvait laisser
penser l’article. A aucun mo‐
ment je ne valide que les gens
voyage puissent se brancher de
manière sauvage sur les postes
électriques. lls peuvent utiliser
l’électricité et l’eau dans des
zones prévues pour eux mais elles sont payantes. Et ils
doivent payer comme tout un
chacun ». Le maire indique que
les gens du voyage n’ont ja‐
mais eu d’autorisation de sa
part pour s’installer sur ces 2
parkings près de Duacom. Il
rappelle l’historique de cette
affaire. « Au tout début ils
étaient venus sur le parking
juste devant Gayant Expo à la
veille du concours de méde‐
cine. On les a empêchés de
s’installer et ils sont allés de
l’autre coté du pont de Lille.
On s’est aussitôt dit qu’on al‐
lait dans tous les cas devoir or‐
ganiser leur évacuation mais
dans l’immédiat c’était moins
grave et moins gênant ». Fré‐
déric Chéreau rappelle qu’il a
tout mis en œuvre pour que les
gens du voyage quittent les 2
parkings près de Duacom. Il in‐
dique d’ailleurs que c’était le
cas pour le premier parking
dès le 24 décembre et que le
deuxième parking (le plus
proche de Duacom) a été éva‐
cué entièrement ce mardi ma‐
tin. « Pour le premier parking
le plus proche des habitations,
dès le 24 décembre j’ai deman‐
dé à la police nationale
d’intervenir et ça a été fait. En
revanche pour le deuxième
parking, la police m’a dit
qu’elle n’était pas en capacité
immédiate car c’était période
de fêtes et ce n’était pas forcé‐
ment simple. Il fallait beaucoup de personnel pour évacuer 85
caravanes. Donc on a dû at‐
tendre un petit peu. Finale‐
ment, la police est intervenue
ce mardi matin et a fait partir
tout le monde, en sachant que
certains avaient déjà quitté les
lieux le lundi car ils avaient eu
vent de l’opération prévue »
explique l’édile.
« JE SUIS ULCÉRÉ
DE CE QUI S’EST
PASSÉ » 
Frédéric Chéreau assure être
plutôt dans une logique de sé‐
vérité vis à vis de l’occupation
illégale des terrains par les
gens du voyage. « Je suis ulcé‐
ré de ce qui s’est passé. Un
gros câble a cramé. A cause de
la coupure d’électricité, les ha‐
bitants de la Clochette ont été
très embêtés et les gens
d’Enedis ont bossé du 24 au 25
décembre. Un personne qui
travaille à Duacom a eu un ac‐
cident à cause des déchets qui
débordaient sur la route ».
Le maire explique que la poli‐
tique de la ville est de deman‐
der le recours à la force pu‐
blique systématiquement dès
que des gens du voyage
s’installent illégalement. La
Ville peut constater
l’installation via sa police mu‐
nicipale par exemple mais elle
ne peut rien faire si elle n’est
pas propriétaire du terrain.
Elle peut en revanche encoura‐
ger le propriétaire à engager
les démarches. Ce qu’elle a fait
dans ce cas précis auprès du
propriétaire Douaisis Agglo.
LE MAIRE
SURVEILLE LA
SITUATION DE
PRÈS 
Ce mardi, la municipalité indi‐
quait qu’elle était déjà en train
de repérer les nouveaux en‐
droits que prévoyaient
d’occuper les gens du voyage.
En l’occurrence dans la rue Au‐
gustin Boutique et la rue Jean
Perrin mais là encore la mairie
n’est pas propriétaire. « On est
en train de faire les constats et
on va encourager les proprié‐
taires à demander un recours à
la force publique ».
INFO DE
DERNIÈRE MINUTE
A l’heure où nous terminons ce
journal (mercredi matin), cer‐
tains gens du voyage étaient
de retour sur le parking le plus
proche de la Résidence Claude
Debussy et la police était sur
place.
",Factuel,factuel,neutre,True
01/06/2023,Pas-de-calais,Bruay - Divion : où en est le chantier de démolition à la cité des musiciens ,reseau,1.0,factuel,La voix du Nord ,"Quarante maisons abandonnées doivent être rasées à la cité des Musiciens, à cheval entre Bruay-la-Buissière et Divion. Les engins de démolition ont fait leur apparition sur place le mois dernier. Et une partie des habitations a déjà été rasée. Consultez l’actualité en vidéo C’est un couple de riverains qui nous renseigne en premier : les dé‐ molitions ont bien démarré à la cité des Musiciens, à cheval entre Bruay-la-Buissière et Divion. Ironie du sort : les deux amoureux dé‐ ménagent au moment où le terrain situé à côté du leur vient d’être débarrassé de ses maisons en ruine. Tout a été rasé, détruit. Tant pis s’ils ne profitent pas longtemps de ce nouveau décor, forcément moins triste. Un vieux dossier Au total, 40 maisons doivent être rasées dans ce petit quartier mi‐ nier : 30 côté Bruay et 10 côté Divion. Les démolitions ont démarré en décembre et il reste encore beaucoup à faire. Mais l’arrivée des engins de chantier est vécue comme une bonne nouvelle par les ri‐ verains qui, mécontents, s’étaient mobilisés pour qu’enfin ce chan‐ tier de réhabilitation soit lancé. Quinze ans que le projet était évo‐ qué…  Un vieux dossier 
Au total, 40 maisons doivent être rasées dans ce petit quartier mi‐
nier : 30 côté Bruay et 10 côté Divion. Les démolitions ont démarré
en décembre et il reste encore beaucoup à faire. Mais l’arrivée des
engins de chantier est vécue comme une bonne nouvelle par les ri‐
verains qui, mécontents, s’étaient mobilisés pour qu’enfin ce chan‐
tier de réhabilitation soit lancé. Quinze ans que le projet était évo‐
qué…
Les travaux se concentrent côté Bruay, pour l’instant. « Une quin‐
zaine de logements ont été démolis au moment où nous nous par‐
lons (ce jeudi, ndlr) », indique Pierre-Antoine Randour, directeur
territorial chez Maisons & Cités. L’entreprise, propriétaire du ter‐
rain, est maître d’ouvrage. «  On risque de temporiser de quelques
semaines pour les démolitions prévues côté Divion, où les dix mai‐
sons à démolir sont toujours accordées au réseau électrique. Nous
devons attendre l’intervention d’Enedis pour la dépose du réseau
électrique. »
Fin du chantier courant mars ? 
Le chantier se terminera donc plus tard que prévu. « Si on parvient
à déposer dans les temps le réseau côté Divion, il se terminera à la
fin du premier trimestre 2023 », précise M. Randour. Pour rappel,
la phase de démolition a démarré après « un important travail de
dépollution et de désamiantage, une obligation légale ».
Que deviendra le site ensuite ? Le projet reste à définir. « La par‐
celle sera rétrocédée aux communes de Bruay et Divion », précise M. Randour. Les deux municipalités discuteront des possibilités
avec Maisons & Cités et l’agglo. L’hypothèse d’une reconversion en
espace vert, au moins pour un temps, est sur la table.Une partie des quarante maisons à raser a déjà disparu du paysage,
côté Bruay. Les travaux se poursuivent actuellement.
",Factuel ,factuel ,neutre,True
01/06/2023,Nord,Circulation limitée,reseau,1.0,factuel,La sambre la frontière,"Circulation limitée COLLERET Depuis ce mardi et jusqu’au début du mois de mars, un chantier est prévu dans les rues A. Delattre, et J. Dequenne, ainsi que sur la route départe‐ mentale.Le chantier a com‐
mencé rue J. De‐
quenne.
epuis ce mardi et ce pour
quelques mois, des tra‐
vaux sont prévus dans le
centre du village de Colleret.
Le chantier concerne trois rues
importantes pour la circulation
des habitants, mais qu’on se
rassure, le chantier ne va pas
fermer complètement les rues,
en tout cas, c’est ce qui est
prévu. Le Département et la
mairie ont pris des arrêtés
pour permettre des modifica‐
tions de circulation tempo‐
raires afin de permettre le tra‐
vail des équipes.CHANTIER SUR LE
RÉSEAU
ÉLECTRIQUE 
Les travaux sont menés par la
société Tromont, à la demande
d’Enedis. Il s’agit de la modifi‐
cation du réseau HTA, soit le
réseau dit de moyenne tension,
à destination des entreprises
notamment qui ont besoin de
plus d’intensité qu’un foyer.
Les trois rues concernées sont
donc la rue J. Dequenne, la rue
A. Delattre et la Route Natio‐
nale, d’où l’intervention du Dé‐
partement qui a donné son ac‐
cord pour le chantier. Durant
les travaux, ces rues seront ré‐
duites à une seule voie. Il fau‐
dra donc que les automobi‐
listes venant de part et d’autre
se montrent courtois et
laissent passer les gens qui
viennent d’en face.
VITESSE LIMITÉE 
Deux mois de
chantier sont
prévus.
Pour éviter les accidents, la
circulation sera limitée à
30km/h dans les zones définies
par les arrêtés municipaux. En‐
fin, il faudra que les voitures
ne soient pas stationnées le
long des rues en chantier. Pour
creuser dans la route et accé‐
der aux réseaux, il est indis‐
pensable qu’aucune voiture ne
reste sur le passage.
Si tout se déroule comme pré‐
vu, le chantier devrait se termi‐
ner au début du mois de mars.
Mais ces travaux sont souvent
tributaires des conditions mé‐
téorologiques.",Factuel,factuel,neutre,True
01/06/2023,Pas-de-Calais,"Feu de cuisine à Hein-Beaumont, une jeune femme hospitalisée",divers,2.0,factuel,La voix du Nord ,"Un incendie s’est produit dans une habitation de la rue Robert-Aylé, ce vendredi matin. Un important déploiement de secours a agité la rue Robert-Aylé, à Hénin-Beaumont, ce vendredi matin. La cause : une alerte pour un incendie dans une maison, vers 9 heures. Le feu aurait pris dans la cuisine, pour une raison que l’on ignore à ce stade, selon le service départemental d’incendie et de secours. Dix-neuf sapeurs-pompiers, venus des centres d’Hénin-Beaumont et Lens, ont maîtrisé le sinistre et évité la propagation au reste de l’habitation. À l’arrivée des secours, deux personnes avaient évacué les lieux. Parmi elles, une jeune femme de 24 ans ayant inhalé des fumées. Elle a été transportée dans la matinée vers la polyclinique héni‐ noise pour des examens de contrôle. À noter la présence sur les lieux de la police municipale, ainsi que des équipes d’Énedis et GrDF.",Factuel,factuel,neutre,True
01/06/2023,Nord,Odomez :  le conducteur d'un camion décède d'un malaise au volant ,divers,2.0,factuel,La voix du Nord ,"Odomez: le conducteur d’un camion décède d’un malaise au
volant
Ce vendredi matin, la circulation était difficile rue Pierre-Delcourt.
Le conducteur d’un camion est mort, victime d’un malaise. Son vé‐
hicule a traversé la voie de circulation opposée pour venir
s’échouer sur la rambarde d’un pont, délimitant les communes
d’Odomez et Bruille-Saint-Amand.
L’accident s’est produit vers 8 h 30. 
Consultez l’actualité en vidéo
Un camion a soudainement quitté sa voie de circulation pour venir
percuter la rambarde d’un pont qui se trouvait de l’autre côté de la
chaussée. Les sapeurs-pompiers de Vieux-Condé ont été les pre‐
miers à intervenir. Ils ont longtemps tenté de réanimer le chauffeur,
un homme d’une quarantaine d’années, finalement mort sur place.
Le camion emporte un panneau et des câbles
électriques 
En venant s’échouer sur la rambarde du cours d’eau le courant du
Hainaut, qui délimite les communes d’Odomez et de Bruille-Saint Amand, le camion a emporté un panneau de ville et des câbles
haute tension. Les salariés d’Enedis ont rapidement mis en sécuri‐
té le site et le tableau électrique tout proche. L’accident n’a finale‐
ment pas eu d’impact sur la distribution du courant. Gendarmes et
policiers étaient sur place. Les constatations d’usage ont été réali‐
sées.
Sur cet axe particulièrement fréquentée, la circulation a été rendue
difficile au moins jusqu’à 11 h. Des policiers se sont chargés
d’alterner les flux.
Alertés du drame, les patrons de la société belge pour laquelle tra‐
vaillait la victime se sont aussi rendus sur place. Tout comme le
maire d’Odomez.
",Factuel ,factuel ,neutre,True
01/07/2023,Pas-de-Calais,Où en est le chantier de démolition à la cité des Musiciens ?,reseau,2.0,factuel,La voix du Nord ,"p ar Julien Delfort be‐ thune@lavoixdunord.fr Bruay-La-Buissière - Divion. C'est un couple de riverains qui nous renseigne en premier: les démolitions ont bien démar‐ ré à la cité des Musiciens, à cheval entre Bruay-La-Buis‐ sière et Divion. Ironie du sort: les deux amoureux démé‐ nagent au moment où le ter‐ rain situé à côté du leur vient d'être débarrassé de ses mai‐ sons en ruines. Tout a été rasé, détruit. Tant pis s'ils ne pro‐ fitent pas longtemps de ce nou‐ veau décor, forcément moins triste. Au total, quarante mai‐ sons doivent être rasées dans ce petit quartier minier: trente côté Bruay et dix côté Divion. Les démolitions ont démarré en décembre et il reste encore beaucoup à faire. Mais l'arrivée des engins de chantier est vécue comme une bonne nouvelle par les riverains qui, mécontents, s'étaient mobilisés pour qu'enfin ce chantier de réhabilitation soit lancé. Quinze ans qu'on en parlait... Les travaux se concentrent côté Bruay, pour l'instant. «Une quinzaine de logements ont été démolis au moment où nous nous parlons (ce jeudi)», indique Pierre-Antoine Ran‐ dour, directeur territorial chez Maisons & mp; Cités. L'entreprise, propriétaire du terrain, est maître d'ouvrage. «On risque de temporiser de quelques semaines pour les dé‐ molitions prévues côté Divion, où les dix maisons à démolir sont toujours raccordées au ré‐ seau électrique. Nous devons attendre l'intervention d'Enedis pour la dépose du ré‐ seau.» Le chantier se termine‐ ra donc plus tard que prévu. «Si on parvient à déposer dans les temps le réseau côté Di‐ vion, il se terminera à la fin du premier trimestre 2023», pré‐ cise M.Randour. Pour rappel, la phase de démolition a démarré après «un important travail de dépollution et de désamian‐ tage, une obligation légale». Que deviendra le site ensuite? Le projet reste à définir. «La parcelle sera rétrocédée aux communes de Bruay et Di‐ vion», détaille M. Randour. Les deux municipalités discuteront des possibilités avec Maisons & mp; Cités et l'agglo. L'hypothèse d'une reconver‐ sion en espace vert, au moins pour un temps, est sur la table. La boîte aux lettres «La Poste» de la cité n'est pas amenée à disparaître. Selon Maisons & mp; Cités, elle sera déplacée, mais restera dans le quartier. ",Factuel ,factuel ,neutre,True
01/07/2023,Pas-de-Calais,Des panneaux photovoltaïques sur le parking de la gare TGV d'ici fin 2024,transition ecologique,4.0,factuel,La voix du Nord ,"P ar Isabelle Hodey ca‐ lais@lavoixdunord.fr Fré‐ thun. 1Le contexte Le 31oc‐ tobre dernier, les sociétés SNCF Gares & mp; Connexions et Tenergie se sont associées dans le cadre d'un partenariat portant sur le développement de centrales photovoltaïques dans 119gares françaises. Te‐ nergie, société basée dans les Bouches-du-Rhône créée en 2008, a été la seule société re‐ tenue dans le cadre de ce par‐ tenariat. Elle déploie des pan‐ neaux photovoltaïques sur des bâtiments agricoles ou indus‐ triels ou dans des parcs au sol et fait également de l'éolien. La gare de Calais-Fréthun fait partie des 10sites retenus en Hauts-de-France et bénéficiera d'une installation de panneaux sur une partie de son parking d'ici fin 2024. Le déploiement du photovoltaïque permettra de développer des sources d'énergie renouvelable à l'échelle des territoires. L'électricité produite sera re‐ vendue au réseau public de distribution d'électricité. 2 Pourquoi la gare de Calais-Fré‐ thun a-t-elle été retenue? Elle faisait partie des gares propo‐ sées par Tenergie car elle ré‐ pondait à plusieurs critères, selon François Trabucoo, direc‐ teur général de Ternergie: «La gare présente une surface de parking assez intéressante. Il n'y a pas d'arbres qui créent de l'ombrage et qui limitent la production d'énergie solaire. Il y a la possibilité de se raccor‐ der à proximité au réseau Ene‐ dis pour réinjecter facilement l'énergie produite dans le ré‐ seau. Enfin, en termes d'urbanisme, il n'y a pas de bâ‐ timent protégé à proximité qui rendrait difficile l'obtention du permis de construire». Bref, Calais-Fréthun coche toutes les cases! Après une visite sur place de Tenergie fin 2022, les demandes de permis de construire sont en préparation. 3Quel est l'intérêt de ce pro‐ jet? Les panneaux photovol‐ taïques se trouveront sur le toit d'ombrières, abris pour les voitures. Selon François Trabu‐ coo, ce projet présente un double usage du foncier: «D'un côté, il protège les véhicules garés, tout en apportant un confort aux usagers: quand il fait chaud, il donne de l'ombre; quand il pleut on est à l'abri. De l'autre, il produit de l'électricité, qui est revendue au réseau de distribution d'électricité. De plus, le soir, on peut mettre de l'éclairage Led sous les ombrières». 4Comment va se traduire le partenariat avec la SNCF? Pau‐ line Spinnewyn, responsable communication de SNCF Gares et Connexions, explique le rôle de chacun dans le partenariat: «Le parking de la gare de Ca‐ lais Fréthun, tout comme les autres sites retenus, est une emprise foncière de SNCF Gares & mp; Connexions. Te‐ nergie aura la responsabilité de la conception, la construc‐ tion, la mise en service, l'exploitation et la maintenance des centrales photovoltaïques. Le coût des installations est pris en charge par la société (investissement total pour les 119sites: entre 40 et 50mil‐ lions). En contrepartie de l'occupation des emprises SNCF, Tenergie verse une re‐ devance à SNCF Gares & mp; Connexions.» Le montant de cette redevance n'est pas en‐ core connu: il dépendra selon François Trabucoo de la puis‐ sance produite. Son investisse‐ ment, Tenergie le finance grâce à l'accompagnement d'organismes bancaires comme la Banque des Territoires ou le Crédit agricole. ■",Factuel,factuel,neutre,True
01/09/2023,Pas-de-Calais,"A Capelle-lès-Hesdin, les coupures électriques mettent de la tension dansle village ",reseau,2.0,negatif,La voix du Nord ,"Lors de la présentation de ses vœux à la population ce dimanche, le maire, Francis Capron, est revenu sur un sujet qui fait parler dans le village. Les coupures électriques ont émaillé l’année dernière à de trop nombreuses reprises. Le 31 décembre, quelques habitants du village avaient fait part de leur mécontentement sur les réseaux sociaux. La coupure élec‐ trique du 31 décembre tombait bien mal un jour de réveillon, d’autant qu’elle faisait suite à une coupure de six heures la veille, pour un total de « six coupures en quelques mois ». Mise en cause pour sa supposée inaction, la municipalité a tenu à clarifier les choses par la voix de son maire, Francis Capron, lors de la traditionnelle cérémonie des vœux. L’édile ne conteste pas les faits et les déplore lui aussi. « Cette année, les coupures élec‐ triques ont été trop nombreuses. Et les coupures du 30 et du 31 étaient les énièmes de l’année. Mais à chaque fois il y avait une rai‐ son. » Et on peut dire que la commune a été victime d’une certaine malé‐ diction en 2022. Par deux fois, des arbres sont tombés sur une ligne à haute tension ; une autre fois, c’est un particulier qui a fait tom‐ ber un arbre sur une ligne lors d’un abattage ; des engins agricoles ont également arraché des câbles à deux reprises ; un transforma‐ teur a aussi grillé rue du Coucou.Une fois le constat posé, quelles solutions trouver ? Le maire ré‐
pond. « L’alimentation se fait à 90 % par une ligne qui arrive de
Mouriez. Un enfouissement des lignes est en cours pour pallier à ce
désagrément qui impacte nos foyers, j’en suis conscient. Ce n’est
pas le réseau de la commune qui est défectueux, comme certains
l’ont écrit sur les réseaux sociaux. » 
Le maire rencontrera un interlocuteur d’Enedis le 18 janvier pour
faire le point.
",Négatif,négatif,negatif,False
01/10/2023,Pas-de-Calais,Les bornes du littoral en poisson-pilote de la recharge éléctrique ,transition ecologique,1.0,factuel,La gazette ,,Factuel ,factuel ,neutre,True
01/10/2023,Nord,Le feu se déclare dans un magasin de prêt-à-porter sur la place de cambrai,divers,2.0,factuel,La voix du Nord ,"À la suite d’un départ de feu a priori causé par une surchauffe élec‐ trique, les pompiers de Cambrai sont intervenus dans le magasin 1, 2, 3, situé sur la place Aristide-Briand. De retour de sa pause déjeuner, la gérante du magasin de prêt-àporter 1,2,3, situé place Aristide-Briand, à Cambrai, a constaté que son commerce était empli de fumée. Un incendie se serait dé‐ claré suite à une surchauffe du groupe climatisation. À l’arrivée des pompiers de Cambrai, le feu s’était éteint de lui-même. Aucun blessé n’est à déplorer. Le compteur ayant disjoncté, les pompiers attendaient, vers 15 heures, l’arrivée des services d’Enedis. Le magasin devrait donc rester fermé le temps de la remise en conformité du système élec‐ trique. L’incendie n’a eu aucune conséquence sur les commerces alentours ni les autres locaux des étages de l’immeuble concerné, notamment les bureaux de la communauté d’agglomération de Cambrai.",Factuel ,factuel ,neutre,True
